nombre,robo a mano armada,robo de vehiculos,robo piraña,lesiones leves,robo,lesiones graves,hurto,vandalismo,fecha,latitud,longitud
denuncia296,0,0,0,0,2,2,0,2,28/04/2016,-31.441663165277717,-64.24313343035001
denuncia297,0,0,0,0,1,2,1,0,21/12/2013,-31.44517264401766,-64.24463443558716
denuncia298,0,1,0,2,1,2,1,1,04/10/2017,-31.4415289375219,-64.24282917314439
denuncia299,0,0,0,2,1,1,0,1,22/07/2014,-31.44552512310214,-64.24774088014645
denuncia300,0,2,0,2,0,0,1,2,13/06/2018,-31.436476898652177,-64.24577985907239
denuncia301,0,2,0,0,0,0,2,0,31/12/2018,-31.437750959144484,-64.24548201649984
denuncia302,0,0,0,2,2,0,2,2,20/10/2012,-31.435593521645544,-64.24280133431598
denuncia303,0,0,0,0,1,0,2,0,18/03/2019,-31.440115744149626,-64.24701911999982
denuncia304,0,0,0,0,0,1,1,0,15/06/2019,-31.43284831068659,-64.2466085647604
denuncia305,0,1,0,0,1,1,1,0,28/07/2010,-31.44673851012667,-64.24367000268583
denuncia306,0,1,0,1,2,2,2,0,06/07/2021,-31.43754483006875,-64.24363032319529
denuncia307,0,1,0,1,1,1,2,0,10/04/2018,-31.43903810137218,-64.24419239094087
denuncia308,0,2,0,0,1,2,2,2,10/01/2012,-31.43731555470443,-64.24668817818933
denuncia309,0,2,0,1,2,1,2,0,01/12/2017,-31.441509095375736,-64.24286890407491
denuncia310,0,0,0,2,2,1,1,2,07/04/2017,-31.43535023271393,-64.24463552965932
denuncia311,0,2,0,0,0,2,0,0,23/07/2014,-31.437283049067723,-64.24369980777857
denuncia312,0,0,0,0,1,1,2,1,01/11/2021,-31.437551418736565,-64.24615717045639
denuncia313,0,2,0,2,2,2,2,0,25/04/2012,-31.442746498078467,-64.24471216043783
denuncia314,0,2,0,0,0,2,1,1,03/06/2011,-31.43415767940321,-64.24310098913931
denuncia315,0,1,0,2,2,2,0,0,05/01/2012,-31.446602105667367,-64.24582617434154
denuncia316,0,1,0,0,1,0,0,0,13/03/2011,-31.445315593933508,-64.24707815917336
denuncia317,0,2,0,1,0,1,1,2,19/03/2018,-31.435819857093964,-64.24687375107688
denuncia318,0,0,0,1,1,0,2,0,22/01/2016,-31.43995304983229,-64.24303700480155
denuncia319,0,2,0,1,2,0,1,2,17/07/2019,-31.43354036730553,-64.24555362770607
denuncia320,0,2,0,0,0,0,1,1,02/08/2018,-31.443760313717263,-64.24629852729154
denuncia321,0,1,0,0,1,0,1,0,22/09/2014,-31.432584571447887,-64.24285421562887
denuncia322,0,1,0,1,0,2,0,2,25/03/2010,-31.4380132324799,-64.24759953455666
denuncia323,0,0,0,2,1,1,1,2,28/10/2014,-31.443772867126576,-64.24604531145363
denuncia324,0,0,0,0,1,1,1,0,30/06/2011,-31.43408138869708,-64.24798230236102
denuncia325,0,2,0,0,2,2,2,1,24/06/2012,-31.439538298273312,-64.24702222819332
denuncia326,0,2,0,1,0,2,2,0,04/06/2013,-31.43588632395973,-64.2475616502272
denuncia327,0,2,0,0,1,1,1,0,21/03/2010,-31.445413295809303,-64.2467732560889
denuncia328,0,2,0,1,1,2,0,0,23/06/2010,-31.435309614419513,-64.24783948015863
denuncia329,0,0,0,0,1,1,1,2,25/11/2015,-31.434774152525268,-64.24470696668163
denuncia330,0,0,0,2,2,2,1,1,18/02/2015,-31.4359765931934,-64.24436956782874
denuncia331,0,0,0,1,0,0,2,2,13/11/2012,-31.435994190350865,-64.24372706214905
denuncia332,0,0,0,0,0,0,1,0,19/08/2017,-31.447383621651284,-64.2435506608371
denuncia333,0,0,0,0,1,0,1,2,31/12/2015,-31.433328331885203,-64.24563916467514
denuncia334,0,2,0,0,1,0,1,2,18/09/2021,-31.444771006359208,-64.24776046863617
denuncia335,0,0,0,0,2,0,2,0,14/12/2016,-31.443590612823765,-64.24316573044622
denuncia336,0,1,0,2,1,1,1,1,11/04/2016,-31.446622454517147,-64.24340578995292
denuncia337,0,2,0,2,1,0,2,0,14/03/2011,-31.446795633192583,-64.24773682948032
denuncia338,0,1,0,1,0,0,1,1,29/11/2021,-31.432880876594723,-64.24569091733231
denuncia339,0,1,0,0,1,2,0,2,13/12/2021,-31.43677882032593,-64.24321707330856
denuncia340,0,0,0,2,2,0,0,0,24/11/2017,-31.435233843534938,-64.24373649505957
denuncia341,0,0,0,2,1,0,1,2,12/07/2014,-31.432859764052523,-64.24364090224121
denuncia342,0,0,0,0,0,1,1,1,28/03/2017,-31.444800778334688,-64.2437558125713
denuncia343,0,1,0,1,0,2,0,1,07/09/2014,-31.436684711244208,-64.24468399317773
denuncia344,0,2,0,1,2,0,1,1,29/03/2012,-31.437459101055747,-64.2452290266445
denuncia345,0,0,0,0,2,2,1,0,29/06/2020,-31.44284270751408,-64.24540684416804
denuncia346,0,2,0,1,2,0,2,0,31/01/2015,-31.443463479661688,-64.24503623030712
denuncia347,0,0,0,2,1,1,0,0,02/02/2020,-31.43440051937079,-64.2464958902484
denuncia348,0,2,0,2,0,2,0,0,13/01/2011,-31.44688631573509,-64.24717496675686
denuncia349,0,1,0,2,0,1,2,1,04/03/2020,-31.44404132042956,-64.24610405885822
denuncia350,0,2,0,0,1,0,1,2,04/08/2016,-31.44350226591075,-64.24512362920291
denuncia351,0,0,0,2,0,1,0,1,08/11/2015,-31.433212918213023,-64.24624746966843
denuncia352,0,0,0,1,2,1,0,1,29/07/2012,-31.436949203131338,-64.24408738188504
denuncia353,0,2,0,0,0,1,0,2,28/10/2021,-31.44008444025796,-64.24361775642598
denuncia354,0,0,0,1,2,0,0,2,02/09/2020,-31.440105051960227,-64.24556961410201
denuncia355,0,0,0,2,0,0,0,1,17/03/2016,-31.4385726340907,-64.24306789404923
denuncia356,0,2,0,0,2,1,0,1,31/12/2011,-31.438559297131473,-64.24513358710333
denuncia357,0,0,0,1,0,0,2,1,23/12/2016,-31.440272598532545,-64.24757865316211
denuncia358,0,1,0,2,0,1,2,1,12/08/2019,-31.443718305667474,-64.24796785190873
denuncia359,0,2,0,2,2,2,1,2,09/07/2012,-31.442844811353357,-64.24634423461116
denuncia360,0,0,0,1,2,0,0,0,21/10/2015,-31.444807384578844,-64.24686919873784
denuncia361,0,1,0,2,2,2,0,1,02/09/2010,-31.437852227633172,-64.24626904821157
denuncia362,0,1,0,1,2,0,1,2,28/10/2018,-31.44047214080974,-64.24474472464044
denuncia363,0,0,0,2,2,0,0,2,24/01/2020,-31.44393627701489,-64.24514757054925
denuncia364,0,0,0,1,2,0,0,0,08/08/2010,-31.4343097773406,-64.24534758503835
denuncia365,0,2,0,0,1,1,0,2,21/09/2013,-31.434110910783364,-64.245440869765
denuncia366,0,2,0,2,1,2,1,0,03/08/2010,-31.437923069400483,-64.24629831232204
denuncia367,0,2,0,0,0,1,2,0,12/05/2010,-31.434237529619775,-64.24682265910938
denuncia368,0,0,0,1,1,0,1,2,21/05/2020,-31.440372079537436,-64.24302033681045
denuncia369,0,0,0,1,2,2,1,2,03/11/2019,-31.440824564946688,-64.2452287852774
denuncia370,0,0,0,2,1,1,0,1,11/07/2010,-31.44342746003534,-64.24413017795116
denuncia371,0,0,0,1,0,1,2,0,18/12/2013,-31.43861145104337,-64.24725441443907
denuncia372,0,2,0,2,0,2,1,0,30/01/2014,-31.434375064892752,-64.24316312903535
denuncia373,0,2,0,2,0,1,2,1,29/08/2017,-31.4454145220075,-64.24588712639212
denuncia374,0,1,0,0,0,2,2,0,19/02/2019,-31.440028034732784,-64.24407957003413
denuncia375,0,2,0,1,1,2,0,2,11/12/2013,-31.436978324329864,-64.24634533976591
denuncia376,0,1,0,1,0,2,2,0,16/03/2012,-31.435637752041146,-64.24748300187993
denuncia377,0,1,0,2,1,0,1,0,21/03/2017,-31.442504592958453,-64.24802394573926
denuncia378,0,1,0,2,1,2,1,2,16/11/2020,-31.440051872586736,-64.24695614459124
denuncia379,0,0,0,2,1,1,0,0,17/10/2015,-31.4372169434783,-64.2450064913596
denuncia380,0,2,0,0,0,2,0,2,02/01/2019,-31.43479669664969,-64.24315434173921
denuncia381,0,1,0,1,0,0,0,1,05/01/2012,-31.436142598365233,-64.24741331359272
denuncia382,0,2,0,2,1,1,1,2,22/10/2017,-31.438520276308708,-64.24766562549311
denuncia383,0,0,0,1,2,0,1,0,26/04/2011,-31.443373923151086,-64.2470152833743
denuncia384,0,0,0,2,2,2,0,0,25/07/2017,-31.437484161255956,-64.24278043441933
denuncia385,0,0,0,0,0,2,1,0,30/01/2020,-31.43882070590297,-64.24734277180536
denuncia386,0,2,0,1,1,2,1,0,17/10/2014,-31.43453630109429,-64.24315755680719
denuncia387,0,2,0,0,1,2,0,0,31/03/2021,-31.4366224020043,-64.2461430421248
denuncia388,0,2,0,1,2,0,0,2,06/01/2014,-31.43508692811317,-64.24688301991665
denuncia389,0,2,0,0,1,0,2,2,01/05/2017,-31.43493146731376,-64.24325013514736
denuncia390,0,1,0,1,0,1,1,0,03/02/2011,-31.446969070272914,-64.24592178781243
denuncia391,0,1,0,0,0,0,2,2,08/01/2013,-31.436844052209132,-64.24405272206137
denuncia392,0,2,0,2,0,0,1,1,02/03/2018,-31.432980252474405,-64.24320252424214
denuncia393,0,2,0,2,1,2,2,1,20/07/2013,-31.440395055517865,-64.24650530801917
denuncia394,0,2,0,0,0,2,0,0,22/02/2010,-31.442447484124965,-64.24593522387185
denuncia395,0,0,0,0,2,0,0,0,14/04/2016,-31.44431471710613,-64.24455085096736
denuncia396,0,2,0,0,1,0,2,2,24/07/2010,-31.44371024485201,-64.24336101018757
denuncia397,0,2,0,2,1,1,2,2,29/07/2013,-31.436152991432703,-64.24490743745429
denuncia398,0,1,0,2,1,0,0,0,24/11/2011,-31.437727399582748,-64.2438635058563
denuncia399,0,1,0,2,0,1,1,2,29/12/2011,-31.442484484883085,-64.24452666628184
denuncia400,0,2,0,2,0,1,0,1,19/11/2014,-31.44629722798647,-64.24687718132654
